sport,division,team,date,opponent,result,runsFor,runsAgainst,teamYearId,opponentYearId
softball,unknown,Lane,2026-03-19,Williams Baptist,L 0-12,0.0,12.0,614054,
softball,unknown,Lane,2026-03-19,Williams Baptist,L 2-4,2.0,4.0,614054,
softball,unknown,Lane,2026-03-21,Kentucky St.,W 7-4,7.0,4.0,614054,614051.0
softball,unknown,Lane,2026-03-21,Kentucky St.,W 7-4,7.0,4.0,614054,614051.0
softball,unknown,Lane,2026-03-22,Kentucky St.,L 2-3,2.0,3.0,614054,614051.0
softball,unknown,Lane,2026-03-28,Spring Hill,L 1-7,1.0,7.0,614054,614126.0
softball,unknown,Lane,2026-03-28,Spring Hill,L 0-9,0.0,9.0,614054,614126.0
softball,unknown,Lane,2026-03-29,Spring Hill,L 2-10,2.0,10.0,614054,614126.0
softball,unknown,Lane,2026-03-31,Crowley's Ridge,L 7-9,7.0,9.0,614054,
softball,unknown,Lane,2026-03-31,Crowley's Ridge,W 7-0,7.0,0.0,614054,
softball,unknown,Lane,2026-04-08,Bethel (TN),L 0-8,0.0,8.0,614054,
softball,unknown,Lane,2026-04-08,Bethel (TN),L 1-13,1.0,13.0,614054,
softball,unknown,Lawrence,2026-03-07,Blackburn,L 4-6,4.0,6.0,614297,614212.0
softball,unknown,Lawrence,2026-03-07,Blackburn,W 7-5,7.0,5.0,614297,614212.0
softball,unknown,Lawrence,2026-03-23,Oberlin,L 2-10,2.0,10.0,614297,614337.0
softball,unknown,Lawrence,2026-03-23,Westminster (MO),L 2-3,2.0,3.0,614297,614473.0
softball,unknown,Lawrence,2026-04-12,Monmouth (IL),L 3-12,3.0,12.0,614297,614319.0
softball,unknown,Lawrence,2026-04-12,Monmouth (IL),W 5-2,5.0,2.0,614297,614319.0
softball,unknown,LeMoyne-Owen,2026-02-19,Dillard,L 3-5,3.0,5.0,614055,
softball,unknown,LeMoyne-Owen,2026-02-19,Dillard,L 0-7,0.0,7.0,614055,
softball,unknown,LeMoyne-Owen,2026-02-28,Kentucky St.,L 5-6 (11),5.0,6.0,614055,614051.0
softball,unknown,LeMoyne-Owen,2026-02-28,Kentucky St.,W 6-4,6.0,4.0,614055,614051.0
softball,unknown,LeMoyne-Owen,2026-03-01,Kentucky St.,W 8-4,8.0,4.0,614055,614051.0
softball,unknown,LeMoyne-Owen,2026-03-11,"Edward Waters @Hoover, AL",W 4-2,4.0,2.0,614055,614034.0
softball,unknown,LeMoyne-Owen,2026-03-11,"Fort Valley St. @Hoover, AL",L 1-10,1.0,10.0,614055,614042.0
softball,unknown,LeMoyne-Owen,2026-03-21,Miles,L 0-1,0.0,1.0,614055,614067.0
softball,unknown,LeMoyne-Owen,2026-03-21,Miles,L 3-8,3.0,8.0,614055,614067.0
softball,unknown,LeMoyne-Owen,2026-03-22,Miles,L 2-12,2.0,12.0,614055,614067.0
softball,unknown,LeMoyne-Owen,2026-03-28,Tuskegee,L 1-9,1.0,9.0,614055,613969.0
softball,unknown,LeMoyne-Owen,2026-03-28,Tuskegee,L 6-14,6.0,14.0,614055,613969.0
softball,unknown,LeMoyne-Owen,2026-03-29,Tuskegee,L 2-12,2.0,12.0,614055,613969.0
softball,unknown,LeMoyne-Owen,2026-04-12,Spring Hill,L 0-16,0.0,16.0,614055,614126.0
softball,unknown,LeTourneau,2026-02-20,McMurry,L 2-3,2.0,3.0,614487,614188.0
softball,unknown,LeTourneau,2026-02-20,McMurry,W 12-1,12.0,1.0,614487,614188.0
softball,unknown,LeTourneau,2026-02-21,McMurry,L 6-13,6.0,13.0,614487,614188.0
softball,unknown,Lee,2026-03-28,Montevallo,L 1-10,1.0,10.0,613920,614105.0
softball,unknown,Lee,2026-03-28,Montevallo,L 0-2,0.0,2.0,613920,614105.0
softball,unknown,Lees-McRae,2026-03-28,Erskine,L 5-6,5.0,6.0,613911,614082.0
softball,unknown,Lees-McRae,2026-03-28,Erskine,L 5-8,5.0,8.0,613911,614082.0
softball,D1,Lehigh,2026-03-07,Binghamton,W 7-5,7.0,5.0,613846,613790.0
softball,D1,Lehigh,2026-03-07,Binghamton,W 11-3,11.0,3.0,613846,613790.0
softball,unknown,Lehman,2026-03-26,Cairn,L 1-16,1.0,16.0,614275,614466.0
softball,unknown,Lehman,2026-03-26,Cairn,L 4-10,4.0,10.0,614275,614466.0
softball,unknown,Lenoir-Rhyne,2026-03-28,Coker,W 10-0,10.0,0.0,614134,614078.0
softball,unknown,Lenoir-Rhyne,2026-03-28,Coker,W 8-0,8.0,0.0,614134,614078.0
softball,unknown,Lesley,2026-03-31,Salve Regina,L 1-7,1.0,7.0,614151,614379.0
softball,unknown,Lesley,2026-03-31,Salve Regina,L 1-17,1.0,17.0,614151,614379.0
softball,unknown,Lewis,2026-03-28,Rockhurst,W 2-1,2.0,1.0,614056,613863.0
softball,unknown,Lewis,2026-03-28,Rockhurst,W 9-4,9.0,4.0,614056,613863.0
softball,unknown,Lincoln (MO),2026-03-28,Maryville (MO),L 6-8,6.0,8.0,614057,614064.0
softball,unknown,Lincoln (MO),2026-03-28,Maryville (MO),W 3-1,3.0,1.0,614057,614064.0
softball,unknown,Lincoln (PA),2026-02-21,"Grambling @Montgomery, AL",W 3-1,3.0,1.0,614058,613820.0
softball,unknown,Lincoln (PA),2026-02-21,"Alabama A&M @Montgomery, AL",L 9-16,9.0,16.0,614058,613775.0
softball,unknown,Lincoln (PA),2026-02-22,"Mississippi Val. @Montgomery, AL",W 6-2,6.0,2.0,614058,613561.0
softball,unknown,Lincoln (PA),2026-02-25,Paine,L 1-4,1.0,4.0,614058,
softball,unknown,Lincoln (PA),2026-02-25,Paine,W 19-16,19.0,16.0,614058,
softball,unknown,Lincoln (PA),2026-03-28,"Winston-Salem @Raleigh, North Carolina",L 1-3,1.0,3.0,614058,613976.0
softball,unknown,Lincoln (PA),2026-03-28,Livingstone,W 8-3,8.0,3.0,614058,614060.0
softball,unknown,Livingstone,2026-03-27,"Virginia St. @Raleigh, NC",W 4-3,4.0,3.0,614060,613972.0
softball,unknown,Livingstone,2026-03-27,"Elizabeth City St. @Raleigh, NC",L 2-5,2.0,5.0,614060,614037.0
softball,unknown,Livingstone,2026-03-28,"Virginia Union @Raleigh, NC",L 6-13,6.0,13.0,614060,613973.0
softball,unknown,Livingstone,2026-03-28,Lincoln (PA),L 3-8,3.0,8.0,614060,614058.0
softball,unknown,Livingstone,2026-04-11,Shaw,L 6-10,6.0,10.0,614060,613961.0
softball,unknown,Livingstone,2026-04-11,Shaw,L 6-11,6.0,11.0,614060,613961.0
softball,unknown,Livingstone,2026-04-16,Paine,W 4-3,4.0,3.0,614060,
softball,unknown,Livingstone,2026-04-16,Paine,W 8-6,8.0,6.0,614060,
softball,D1,Long Beach St.,2026-02-14,"Eastern Ky. @Puerto Vallarta, Mexico",W 9-1,9.0,1.0,613804,613742.0
softball,D1,Long Beach St.,2026-03-13,UC Riverside,W 6-1,6.0,1.0,613804,613717.0
softball,D1,Long Beach St.,2026-03-13,UC Riverside,W 5-4,5.0,4.0,613804,613717.0
softball,unknown,Loras,2026-03-31,Wis.-Platteville,W 11-0,11.0,0.0,614299,614426.0
softball,unknown,Loras,2026-03-31,Wis.-Platteville,L 0-4,0.0,4.0,614299,614426.0
softball,D1,Loyola Chicago,2026-02-15,"Alabama St. @Leesburg, FL",W 7-4,7.0,4.0,613854,613776.0
softball,unknown,Lynn,2026-03-28,Rollins,L 2-4,2.0,4.0,613914,613955.0
softball,unknown,Lynn,2026-03-28,Rollins,L 3-7,3.0,7.0,613914,613955.0
softball,unknown,MCLA,2026-03-31,New England Col.,W 6-3,6.0,3.0,614332,614328.0
softball,unknown,MCLA,2026-03-31,New England Col.,W 6-4,6.0,4.0,614332,614328.0
softball,unknown,MSU Denver,2026-02-01,"Lewis @Mansfield, Texas",L 3-10,3.0,10.0,614066,614056.0
softball,unknown,MSU Denver,2026-03-28,Black Hills St.,L 5-6,5.0,6.0,614066,613941.0
softball,unknown,MSU Denver,2026-03-28,Black Hills St.,L 9-11,9.0,11.0,614066,613941.0
softball,unknown,MSU Moorhead,2026-03-28,Augustana (SD),L 4-7,4.0,7.0,614106,614130.0
softball,unknown,MSU Moorhead,2026-03-28,Augustana (SD),L 1-10,1.0,10.0,614106,614130.0
softball,unknown,MUW,2026-02-14,Sewanee,W 7-6 (9),7.0,6.0,614514,614386.0
softball,unknown,MUW,2026-02-14,Covenant,W 5-1,5.0,1.0,614514,614177.0
softball,unknown,MUW,2026-03-07,Millsaps,L 2-5,2.0,5.0,614514,614318.0
softball,unknown,MUW,2026-03-07,Millsaps,L 3-7,3.0,7.0,614514,614318.0
softball,unknown,MUW,2026-03-15,Ill. Wesleyan,W 5-3,5.0,3.0,614514,614281.0
softball,unknown,MUW,2026-03-15,Ill. Wesleyan,L 0-4,0.0,4.0,614514,614281.0
softball,unknown,Macalester,2026-04-12,Gustavus Adolphus,W 8-6,8.0,6.0,614303,614269.0
softball,unknown,Macalester,2026-04-12,Gustavus Adolphus,W 3-1,3.0,1.0,614303,614269.0
softball,D1,Maine,2026-02-08,"Evansville @Macon, GA",L 2-6,2.0,6.0,613855,613743.0
softball,unknown,Manchester,2026-03-31,Heidelberg,W 11-9,11.0,9.0,614458,614274.0
softball,D1,Manhattan,2026-02-22,"Pacific @San Luis Obispo, CA",L 3-10,3.0,10.0,613856,613644.0
softball,unknown,Maranatha Baptist,2026-03-24,Blackburn,L 0-21,0.0,21.0,614510,614212.0
softball,unknown,Maranatha Baptist,2026-03-24,Blackburn,L 3-18,3.0,18.0,614510,614212.0
softball,unknown,Maranatha Baptist,2026-03-28,Knox,L 1-14,1.0,14.0,614510,614294.0
softball,unknown,Maranatha Baptist,2026-03-28,Knox,L 1-21,1.0,21.0,614510,614294.0
softball,unknown,Maranatha Baptist,2026-03-31,Alverno,L 1-16,1.0,16.0,614510,614155.0
softball,unknown,Maranatha Baptist,2026-03-31,Alverno,L 1-12,1.0,12.0,614510,614155.0
softball,unknown,Marietta,2026-04-08,Muskingum,L 5-6,5.0,6.0,614305,614325.0
softball,unknown,Marietta,2026-04-08,Muskingum,L 8-9 (10),8.0,9.0,614305,614325.0
softball,unknown,Mars Hill,2026-03-28,Carson-Newman,L 1-2 (8),1.0,2.0,614103,613984.0
softball,unknown,Mars Hill,2026-03-28,Carson-Newman,L 4-5 (8),4.0,5.0,614103,613984.0
softball,D1,Marshall,2026-02-06,"UConn @Tallahassee, FL",W 10-1,10.0,1.0,613858,613728.0
softball,D1,Marshall,2026-02-06,"Samford @Tallahassee, FL",W 10-1,10.0,1.0,613858,613665.0
softball,D1,Marshall,2026-02-10,Florida A&M,W 3-2 (9),3.0,2.0,613858,613746.0
softball,unknown,Mary,2026-03-28,Winona St.,L 0-8,0.0,8.0,613928,613975.0
softball,unknown,Mary,2026-03-28,Winona St.,L 3-6,3.0,6.0,613928,613975.0
softball,unknown,Mary Baldwin,2026-04-04,William Peace,L 1-6,1.0,6.0,614306,614141.0
softball,unknown,Mary Baldwin,2026-04-04,William Peace,W 7-6 (8),7.0,6.0,614306,614141.0
softball,unknown,Mary Hardin-Baylor,2026-03-03,McMurry,L 7-8,7.0,8.0,614460,614188.0
softball,unknown,Mary Hardin-Baylor,2026-03-03,McMurry,W 7-2,7.0,2.0,614460,614188.0
softball,unknown,Mary Hardin-Baylor,2026-03-31,Concordia (TX),W 4-3 (8),4.0,3.0,614460,614152.0
softball,unknown,Mary Hardin-Baylor,2026-03-31,Concordia (TX),W 12-3,12.0,3.0,614460,614152.0
softball,unknown,Mary Washington,2026-03-31,Stevenson,L 4-12,4.0,12.0,614307,614145.0
softball,unknown,Mary Washington,2026-03-31,Stevenson,W 6-5,6.0,5.0,614307,614145.0
softball,unknown,Maryville (MO),2026-02-01,"MSU Moorhead @Mansfield, Texas",W 12-4,12.0,4.0,614064,614106.0
softball,unknown,Maryville (MO),2026-03-28,Lincoln (MO),W 8-6,8.0,6.0,614064,614057.0
softball,unknown,Maryville (MO),2026-03-28,Lincoln (MO),L 1-3,1.0,3.0,614064,614057.0
softball,unknown,Maryville (TN),2026-03-25,Wesleyan (GA),W 12-4,12.0,4.0,614308,614507.0
softball,unknown,Maryville (TN),2026-03-25,Wesleyan (GA),W 14-3,14.0,3.0,614308,614507.0
softball,unknown,Maryville (TN),2026-03-31,Franklin,L 0-10,0.0,10.0,614308,614478.0
softball,unknown,Maryville (TN),2026-03-31,Franklin,W 8-0,8.0,0.0,614308,614478.0
softball,unknown,McDaniel,2026-03-31,Washington Col.,W 14-5,14.0,5.0,614414,614407.0
softball,unknown,McDaniel,2026-03-31,Washington Col.,W 8-6,8.0,6.0,614414,614407.0
softball,unknown,McKendree,2026-02-03,"Northwestern Okla. @Branson, MO",W 1-0,1.0,0.0,613986,613994.0
softball,unknown,McKendree,2026-02-03,"Central Okla. @Branson, MO",L 3-7 (8),3.0,7.0,613986,614074.0
softball,unknown,McKendree,2026-03-15,William Jewell,W 8-0,8.0,0.0,613986,613934.0
softball,unknown,McKendree,2026-03-15,William Jewell,W 9-8,9.0,8.0,613986,613934.0
softball,unknown,McMurry,2026-02-20,LeTourneau,W 3-2,3.0,2.0,614188,614487.0
softball,unknown,McMurry,2026-02-20,LeTourneau,L 1-12,1.0,12.0,614188,614487.0
softball,unknown,McMurry,2026-02-21,LeTourneau,W 13-6,13.0,6.0,614188,614487.0
softball,unknown,McMurry,2026-03-03,Mary Hardin-Baylor,W 8-7,8.0,7.0,614188,614460.0
softball,unknown,McMurry,2026-03-03,Mary Hardin-Baylor,L 2-7,2.0,7.0,614188,614460.0
softball,unknown,McMurry,2026-03-06,Ozarks (AR),L 3-7,3.0,7.0,614188,614148.0
softball,unknown,McMurry,2026-03-06,Ozarks (AR),W 4-2,4.0,2.0,614188,614148.0
softball,unknown,McMurry,2026-03-07,Ozarks (AR),L 1-7,1.0,7.0,614188,614148.0
softball,unknown,Me.-Farmington,2026-04-12,SUNY Cobleskill,W 8-2,8.0,2.0,614304,614174.0
softball,unknown,Me.-Farmington,2026-04-12,SUNY Cobleskill,L 0-9,0.0,9.0,614304,614174.0
softball,unknown,Me.-Presque Isle,2026-03-13,Salem St.,L 1-15,1.0,15.0,614163,614377.0
softball,unknown,Me.-Presque Isle,2026-03-13,Salem St.,L 1-9,1.0,9.0,614163,614377.0
softball,unknown,Me.-Presque Isle,2026-04-11,VTSU Lyndon,W 12-0,12.0,0.0,614163,614169.0
softball,unknown,Me.-Presque Isle,2026-04-11,VTSU Lyndon,W 8-4,8.0,4.0,614163,614169.0
softball,unknown,Menlo,2026-03-28,San Fran. St.,L 5-8,5.0,8.0,614115,613960.0
softball,unknown,Menlo,2026-03-28,San Fran. St.,W 4-3 (11),4.0,3.0,614115,613960.0
softball,unknown,Mercy,2026-03-28,D'Youville,W 4-3,4.0,3.0,614065,614099.0
softball,unknown,Mercy,2026-03-28,D'Youville,W 6-5,6.0,5.0,614065,614099.0
softball,unknown,Methodist,2026-04-11,Southern Va.,W 5-3,5.0,3.0,614315,614182.0
softball,unknown,Methodist,2026-04-11,Southern Va.,L 1-3,1.0,3.0,614315,614182.0
softball,unknown,Middle Georgia,2026-03-28,Lander,W 6-5,6.0,5.0,617153,614094.0
softball,unknown,Middle Georgia,2026-03-28,Lander,W 6-5 (9),6.0,5.0,617153,614094.0
softball,unknown,Middle Georgia,2026-03-31,Fort Valley St.,W 7-0,7.0,0.0,617153,614042.0
softball,unknown,Middle Georgia,2026-03-31,Fort Valley St.,W 7-6,7.0,6.0,617153,614042.0
softball,unknown,Middle Georgia,2026-04-11,USC Beaufort,L 1-4,1.0,4.0,617153,614035.0
softball,unknown,Middle Georgia,2026-04-11,USC Beaufort,L 3-4,3.0,4.0,617153,614035.0
softball,unknown,Middle Georgia,2026-04-12,USC Beaufort,W 5-3,5.0,3.0,617153,614035.0
softball,D1,Middle Tenn.,2026-04-12,Delaware,L 2-4,2.0,4.0,613558,613735.0
softball,unknown,Miles,2026-03-21,LeMoyne-Owen,W 1-0,1.0,0.0,614067,614055.0
softball,unknown,Miles,2026-03-21,LeMoyne-Owen,W 8-3,8.0,3.0,614067,614055.0
softball,unknown,Miles,2026-03-22,LeMoyne-Owen,W 12-2,12.0,2.0,614067,614055.0
softball,unknown,Millikin,2026-03-14,Transylvania,W 5-3,5.0,3.0,614317,614519.0
softball,unknown,Millikin,2026-03-14,"Franklin @Lexington, KY",W 4-0,4.0,0.0,614317,614478.0
softball,unknown,Millsaps,2026-03-07,MUW,W 5-2,5.0,2.0,614318,614514.0
softball,unknown,Millsaps,2026-03-07,MUW,W 7-3,7.0,3.0,614318,614514.0
softball,unknown,Minn. Duluth,2026-03-28,Sioux Falls,L 0-7,0.0,7.0,614069,613939.0
softball,unknown,Minn. Duluth,2026-03-28,Sioux Falls,L 1-3,1.0,3.0,614069,613939.0
softball,unknown,Minn.-Crookston,2026-03-28,Wayne St. (NE),L 1-11,1.0,11.0,613918,613870.0
softball,unknown,Minn.-Crookston,2026-03-28,Wayne St. (NE),L 1-6,1.0,6.0,613918,613870.0
softball,unknown,Minn.-Morris,2026-03-31,North Central (MN),W 18-8,18.0,8.0,614461,614162.0
softball,unknown,Minnesota St.,2026-03-28,Minot St.,L 1-2,1.0,2.0,614062,613937.0
softball,unknown,Minnesota St.,2026-03-28,Minot St.,W 3-2,3.0,2.0,614062,613937.0
softball,unknown,Minot St.,2026-03-28,Minnesota St.,W 2-1,2.0,1.0,613937,614062.0
softball,unknown,Minot St.,2026-03-28,Minnesota St.,L 2-3,2.0,3.0,613937,614062.0
softball,unknown,Mississippi Col.,2026-03-28,Valdosta St.,W 9-8,9.0,8.0,614070,613971.0
softball,unknown,Mississippi Col.,2026-03-28,Valdosta St.,W 10-0,10.0,0.0,614070,613971.0
softball,D1,Mississippi Val.,2026-02-22,"Lincoln (PA) @Montgomery, AL",L 2-6,2.0,6.0,613561,614058.0
softball,unknown,Missouri S&T,2026-02-28,Northeastern St.,L 3-5,3.0,5.0,614132,613908.0
softball,unknown,Missouri S&T,2026-02-28,Northeastern St.,W 7-2,7.0,2.0,614132,613908.0
softball,unknown,Missouri Western,2026-03-28,Neb.-Kearney,W 10-2,10.0,2.0,613896,614093.0
softball,unknown,Missouri Western,2026-03-28,Neb.-Kearney,L 1-5,1.0,5.0,613896,614093.0
softball,unknown,Mitchell,2026-03-19,"New Jersey City @Little River, SC",W 12-1,12.0,1.0,614165,614284.0
softball,unknown,Mitchell,2026-03-28,Dean,L 3-6,3.0,6.0,614165,614189.0
softball,unknown,Mitchell,2026-03-28,Dean,L 6-9,6.0,9.0,614165,614189.0
softball,unknown,Mo. Southern St.,2026-02-07,"Arkansas Tech @Bentonville , AR",W 7-1,7.0,1.0,613895,613979.0
softball,unknown,Mo. Southern St.,2026-02-07,"Southwest Baptist @Monticello, AR",W 8-6,8.0,6.0,613895,613882.0
softball,unknown,Mo. Southern St.,2026-03-28,Emporia St.,W 7-6,7.0,6.0,613895,614081.0
softball,unknown,Mo. Southern St.,2026-03-28,Emporia St.,W 4-1,4.0,1.0,613895,614081.0
softball,unknown,Monmouth (IL),2026-03-31,Eureka,W 3-1 (8),3.0,1.0,614319,614257.0
softball,unknown,Monmouth (IL),2026-03-31,Eureka,W 11-1,11.0,1.0,614319,614257.0
softball,unknown,Monmouth (IL),2026-04-07,Knox,W 3-2,3.0,2.0,614319,614294.0
softball,unknown,Monmouth (IL),2026-04-07,Knox,W 5-2,5.0,2.0,614319,614294.0
softball,unknown,Monmouth (IL),2026-04-12,Lawrence,W 12-3,12.0,3.0,614319,614297.0
softball,unknown,Monmouth (IL),2026-04-12,Lawrence,L 2-5,2.0,5.0,614319,614297.0
softball,unknown,Mont. St. Billings,2026-03-28,Saint Martin's,L 1-17,1.0,17.0,614030,613865.0
softball,unknown,Mont. St. Billings,2026-03-28,Saint Martin's,L 0-8,0.0,8.0,614030,613865.0
softball,unknown,Montclair St.,2026-03-31,Kean,L 0-2,0.0,2.0,614320,614290.0
softball,unknown,Montclair St.,2026-03-31,Kean,L 6-10,6.0,10.0,614320,614290.0
softball,unknown,Montevallo,2026-03-28,Lee,W 10-1,10.0,1.0,614105,613920.0
softball,unknown,Montevallo,2026-03-28,Lee,W 2-0,2.0,0.0,614105,613920.0
softball,unknown,Montevallo,2026-04-14,Spring Hill,W 10-4,10.0,4.0,614105,614126.0
softball,unknown,Montevallo,2026-04-14,Spring Hill,W 7-0,7.0,0.0,614105,614126.0
softball,D1,Morgan St.,2026-03-14,South Carolina St.,L 3-4,3.0,4.0,613619,613671.0
softball,D1,Morgan St.,2026-03-14,South Carolina St.,L 4-7,4.0,7.0,613619,613671.0
softball,D1,Morgan St.,2026-03-15,South Carolina St.,L 1-4,1.0,4.0,613619,613671.0
softball,D1,Morgan St.,2026-04-03,Delaware St.,L 0-4,0.0,4.0,613619,613734.0
softball,D1,Morgan St.,2026-04-03,Delaware St.,L 2-8,2.0,8.0,613619,613734.0
softball,D1,Morgan St.,2026-04-04,Delaware St.,L 4-6,4.0,6.0,613619,613734.0
softball,unknown,Mount Olive,2026-03-28,UNC Pembroke,L 1-3,1.0,3.0,614107,613949.0
softball,unknown,Mount Olive,2026-03-28,UNC Pembroke,W 8-1,8.0,1.0,614107,613949.0
softball,unknown,Mt. St. Mary (NY),2026-03-31,UMSV,W 14-1,14.0,1.0,614477,614322.0
softball,unknown,Mt. St. Mary (NY),2026-03-31,UMSV,W 4-1,4.0,1.0,614477,614322.0
softball,unknown,Muhlenberg,2026-03-31,Dickinson,W 10-2,10.0,2.0,614324,614246.0
softball,unknown,Muhlenberg,2026-03-31,Dickinson,W 6-5 (8),6.0,5.0,614324,614246.0
softball,unknown,Muskingum,2026-03-24,Wittenberg,L 7-8,7.0,8.0,614325,614431.0
softball,unknown,Muskingum,2026-03-24,Wittenberg,W 8-1,8.0,1.0,614325,614431.0
softball,unknown,Muskingum,2026-03-28,CWRU,W 7-4,7.0,4.0,614325,614227.0
softball,unknown,Muskingum,2026-03-28,CWRU,L 3-7,3.0,7.0,614325,614227.0
softball,unknown,Muskingum,2026-04-08,Marietta,W 6-5,6.0,5.0,614325,614305.0
softball,unknown,Muskingum,2026-04-08,Marietta,W 9-8 (10),9.0,8.0,614325,614305.0
softball,unknown,N.M. Highlands,2026-03-28,CSU Pueblo,L 3-13,3.0,13.0,613886,613880.0
softball,unknown,N.M. Highlands,2026-03-28,CSU Pueblo,L 1-2,1.0,2.0,613886,613880.0
softball,unknown,Neb.-Kearney,2026-03-28,Missouri Western,L 2-10,2.0,10.0,614093,613896.0
softball,unknown,Neb.-Kearney,2026-03-28,Missouri Western,W 5-1,5.0,1.0,614093,613896.0
softball,unknown,Neumann,2026-03-31,DeSales,L 1-4,1.0,4.0,614462,614198.0
softball,unknown,Neumann,2026-03-31,DeSales,W 6-5 (8),6.0,5.0,614462,614198.0
softball,unknown,New England Col.,2026-03-31,MCLA,L 3-6,3.0,6.0,614328,614332.0
softball,unknown,New England Col.,2026-03-31,MCLA,L 4-6,4.0,6.0,614328,614332.0
softball,unknown,New Jersey City,2026-03-19,"Mitchell @Little River, SC",L 1-12,1.0,12.0,614284,614165.0
softball,unknown,New Jersey City,2026-03-31,Ramapo,L 2-11,2.0,11.0,614284,614354.0
softball,unknown,New Jersey City,2026-03-31,Ramapo,L 1-9,1.0,9.0,614284,614354.0
softball,unknown,Newberry,2026-02-11,Augusta,W 2-1,2.0,1.0,614109,614008.0
softball,unknown,Newberry,2026-02-11,Augusta,W 10-2,10.0,2.0,614109,614008.0
softball,unknown,Newman,2026-03-28,Rogers St.,L 0-7,0.0,7.0,613925,614125.0
softball,unknown,Newman,2026-03-28,Rogers St.,L 0-8,0.0,8.0,613925,614125.0
softball,D1,Niagara,2026-03-06,Binghamton,L 3-16,3.0,16.0,613576,613790.0
softball,D1,Niagara,2026-03-06,Binghamton,L 0-12,0.0,12.0,613576,613790.0
softball,D1,Norfolk St.,2026-04-04,South Carolina St.,W 2-1,2.0,1.0,613578,613671.0
softball,D1,North Carolina,2026-02-05,Saint Joseph's,W 4-1,4.0,1.0,613569,613661.0
softball,unknown,North Central (MN),2026-03-31,Minn.-Morris,L 8-18,8.0,18.0,614162,614461.0
softball,D1,North Dakota,2026-03-29,South Dakota St.,L 0-8,0.0,8.0,613629,613673.0
softball,unknown,North Georgia,2026-03-28,Ga. Southwestern,W 7-5,7.0,5.0,613924,614088.0
softball,unknown,North Georgia,2026-03-28,Ga. Southwestern,W 11-3,11.0,3.0,613924,614088.0
softball,unknown,North Greenville,2026-03-28,Emmanuel (GA),W 10-1,10.0,1.0,613898,614127.0
softball,unknown,North Greenville,2026-03-28,Emmanuel (GA),W 9-1,9.0,1.0,613898,614127.0
softball,unknown,Northeastern St.,2026-02-01,"Spring Hill @Gulf Shores, AL",W 10-6,10.0,6.0,613908,614126.0
softball,unknown,Northeastern St.,2026-02-01,"Valdosta St. @Gulf Shores, Al",W 7-3,7.0,3.0,613908,613971.0
softball,unknown,Northeastern St.,2026-02-28,Missouri S&T,W 5-3,5.0,3.0,613908,614132.0
softball,unknown,Northeastern St.,2026-02-28,Missouri S&T,L 2-7,2.0,7.0,613908,614132.0
softball,unknown,Northeastern St.,2026-03-28,Central Okla.,L 1-7,1.0,7.0,613908,614074.0
softball,unknown,Northeastern St.,2026-03-28,Central Okla.,L 3-13,3.0,13.0,613908,614074.0
softball,unknown,Northern St.,2026-03-28,Concordia-St. Paul,L 2-3,2.0,3.0,614110,613897.0
softball,unknown,Northern St.,2026-03-28,Concordia-St. Paul,L 2-6 (8),2.0,6.0,614110,613897.0
softball,unknown,Northwest Mo. St.,2026-03-28,Central Mo.,L 1-10,1.0,10.0,613946,614022.0
softball,unknown,Northwest Mo. St.,2026-03-28,Central Mo.,W 6-2,6.0,2.0,613946,614022.0
softball,unknown,Northwestern Okla.,2026-03-28,Southern Nazarene,L 0-7,0.0,7.0,613994,614124.0
softball,unknown,Northwestern Okla.,2026-03-28,Southern Nazarene,L 0-8,0.0,8.0,613994,614124.0
softball,D1,Notre Dame,2026-02-28,Georgia Tech,L 3-4,3.0,4.0,613637,613818.0
softball,unknown,Notre Dame (MD),2026-03-31,York (PA),L 8-13,8.0,13.0,614490,614436.0
softball,unknown,Notre Dame (MD),2026-03-31,York (PA),L 0-8,0.0,8.0,614490,614436.0
softball,unknown,Nova Southeastern,2026-03-28,Palm Beach Atl.,W 3-2,3.0,2.0,613917,613921.0
softball,unknown,Nova Southeastern,2026-03-28,Palm Beach Atl.,W 2-1,2.0,1.0,613917,613921.0
softball,D1,Oakland,2026-02-06,"Western Ill. @Rosemont, IL",W 12-0,12.0,0.0,613638,613712.0
softball,unknown,Okla. Baptist,2026-02-08,"Eastern N.M. @Edmond, OK",W 13-8,13.0,8.0,613998,614031.0
softball,unknown,Okla. Christian,2026-03-28,St. Mary's (TX),L 1-2,1.0,2.0,613995,613866.0
softball,unknown,Okla. Christian,2026-03-28,St. Mary's (TX),W 18-1,18.0,1.0,613995,613866.0
softball,D1,Oklahoma St.,2026-04-12,Iowa St.,W 9-2,9.0,2.0,613641,613836.0
softball,D1,Ole Miss,2026-04-12,Texas A&M,L 9-10,9.0,10.0,613562,613691.0
softball,D1,Omaha,2026-03-29,Kansas City,W 10-0,10.0,0.0,613622,613766.0
softball,D1,Oregon,2026-04-05,Iowa,W 6-2,6.0,2.0,613643,613837.0
softball,unknown,Ouachita Baptist,2026-02-13,Union (TN),L 0-8,0.0,8.0,613860,613991.0
softball,unknown,Ouachita Baptist,2026-03-28,Arkansas Tech,L 0-9,0.0,9.0,613860,613979.0
softball,unknown,Ouachita Baptist,2026-03-28,Arkansas Tech,L 2-3,2.0,3.0,613860,613979.0
softball,unknown,Ozarks (AR),2026-03-06,McMurry,W 7-3,7.0,3.0,614148,614188.0
