id,name,position,bio,tenure_at_school,team_id,wins,loss,ties,win_perc
1309,Mavreen Hering,Head Coach,,10,1801,208,158,2,0.568
1310,Kris Herman,Head Coach,,37,1734,881,449,5,0.662
1311,Ryan Heslin-Cunningham,Head Coach,,2,2049,3,31,0,0.088
1312,Ericka Hess,Head Coach,,1,2018,3,3,0,0.5
1313,Ashley Hickman,Head Coach,,11,1606,136,327,0,0.294
1314,Benet Higgs,Head Coach,,1,1142,9,13,0,0.409
1315,Bill Higley,Head Coach,,21,1861,289,471,1,0.38
1316,Becky Hilgert,Head Coach,,9,1803,229,103,0,0.69
1317,Kathy Hill,Head Coach,,9,1974,167,171,0,0.494
1318,Chris Hipa,Head Coach,,2,2035,11,36,0,0.234
1319,Casey Hipp,Head Coach,,2,1942,2,53,0,0.036
1320,Geoff Hirai,Head Coach,,11,1127,281,252,0,0.527
1321,Caitlin Hitchcock,Head Coach,,20,2008,358,322,2,0.526
1322,Jeff Hite,Head Coach,,5,1459,75,93,0,0.446
1323,David Hoch,Head Coach,,14,1946,184,269,1,0.406
1324,Kelsey Hodgson,Head Coach,,7,1640,43,228,0,0.159
1325,Shelly Hoerner,Head Coach,,27,1555,729,650,0,0.529
1326,Amy Hogue,Head Coach,,19,1123,509,461,1,0.525
1327,Brenda Holaday,Head Coach,,10,1445,304,174,0,0.636
1328,Ricky Holden,Head Coach,,3,1406,48,52,0,0.48
1329,Shena Hollar,Head Coach,,29,1412,1074,434,2,0.712
1330,Chelsea Holliday,Head Coach,,3,1408,27,64,0,0.297
1331,Tony Holloway,Head Coach,,18,1966,338,331,0,0.505
1332,Mary Holt-Kelsch,Head Coach,,5,1257,96,66,0,0.593
1333,Jessie Homesley,Head Coach,,9,1419,185,221,0,0.456
1334,Amy Hooks,Head Coach,,8,1299,139,223,0,0.384
1335,Bryan Howard,Head Coach,,4,1514,84,97,0,0.464
1336,T.J. Hubbard,Head Coach,,16,1175,314,416,1,0.43
1337,April Huddleston,Head Coach,,11,1427,281,251,0,0.528
1338,Julie Huebner,Head Coach,,14,1411,344,285,0,0.547
1339,Jackie Huff,Head Coach,,7,1460,70,207,0,0.253
1340,Leslie Huntington,Head Coach,,25,1833,615,347,2,0.639
1341,Abby Hurley-Martin,Head Coach,,10,1713,184,174,0,0.514
1342,Bridget Hurlman,Head Coach,,9,1352,87,251,0,0.257
1343,Brad Huskisson,Head Coach,,24,1414,707,475,2,0.598
1344,Dexkie Inman,Head Coach,,2,1444,37,29,0,0.561
1345,Melissa Inouye,Head Coach,,14,1184,295,336,1,0.468
1346,Kelly Inouye-Perez,Head Coach,,20,1104,891,225,1,0.798
1347,Emilia Jackson,Head Coach,,2,1848,15,25,0,0.375
1348,Jeff Jackson,Head Coach,,3,1631,44,79,0,0.358
1349,Jeff Jackson,Head Coach,,3,1354,57,76,0,0.429
1350,Ryan Jacobs,Head Coach,,19,1271,538,386,0,0.582
1351,Kathleen Jacoby,Head Coach,,3,1827,33,44,0,0.429
1352,Now-Allah James,Head Coach,,12,1302,172,237,0,0.421
1353,Sarah Jamo,Head Coach,,12,1739,251,216,2,0.537
1354,Paige Jansen,Head Coach,,5,2022,55,105,0,0.344
1355,Emma Johansen,Head Coach,,4,1421,97,81,0,0.545
1356,Brittany Johnson,Head Coach,,2,1418,26,31,0,0.456
1357,Brandon Johnson,Head Coach,,4,1772,34,95,0,0.264
1358,Greg Jones,Head Coach,,26,1405,1019,353,4,0.742
1359,Taylor Jones,Head Coach,,2,2003,22,22,0,0.5
1360,Whitney Jones,Head Coach,,2,1150,36,32,0,0.529
1361,Jordon Jones,Head Coach,,9,1596,247,160,0,0.607
1362,Todd Judge,Head Coach,,3,1152,58,64,0,0.475
1363,Lisa Jusino,Head Coach,,14,1703,265,182,1,0.593
1364,Emily Kaczmarek,Head Coach,,9,1911,144,125,0,0.535
1365,Brooke Kalman,Head Coach,,8,1336,191,115,2,0.623
1366,Danielle Kaminaka,Head Coach,,2,1894,22,29,0,0.431
1367,Leslie Kanter,Head Coach,,32,1492,878,513,0,0.631
1368,Lauren Karn,Head Coach,,9,1200,173,195,0,0.47
1369,Nicole Karr,Head Coach,,20,1793,361,280,1,0.563
1370,Vanessa Kellems,Head Coach,,4,1535,75,100,0,0.429
1371,Jason Kern,Head Coach,,9,2188,112,146,0,0.434
1372,Michael Kernan,Head Coach,,0,1971,0,0,0,0
1373,Erin Kinberger,Head Coach,,15,1429,501,208,1,0.706
1374,Olivia Kincanon,Head Coach,,2,2013,9,31,0,0.225
1375,Joe Kinsella,Head Coach,,26,1653,561,403,4,0.582
1376,Anna Kirk,Head Coach,,3,1738,33,40,0,0.452
1377,Jackie Klahold,Head Coach,,12,1866,179,178,0,0.501
1378,Matt Klampert,Head Coach,,1,1136,9,5,0,0.643
1379,Andy Klaus,Head Coach,,7,1455,153,105,0,0.593
1380,Ruth Kmak,Head Coach,,27,1744,519,355,2,0.594
1381,Courtney Knight,Head Coach,,3,1783,22,55,0,0.286
1382,MJ Knighten,Head Coach,,6,1246,104,168,1,0.383
1383,Brad Koch,Head Coach,,10,1552,294,148,1,0.665
1384,Susan Kocher,Head Coach,,16,1472,426,269,0,0.613
1385,Skye Koehl,Head Coach,,1,1536,2,15,0,0.118
1386,Ryan Konitzer,Head Coach,,10,1825,187,146,1,0.561
1387,Jake Koolbeck,Head Coach,,4,1708,91,50,0,0.645
1388,Jo Koons,Head Coach,,2,1183,17,55,0,0.236
1389,Sam Korn,Head Coach,,4,1723,61,67,0,0.477
1390,India Kornegay,Head Coach,,2,1398,33,37,0,0.471
1391,Tina Kramos,Head Coach,,4,1258,87,89,0,0.494
1392,Eric Kraut,Head Coach,,2,1895,22,32,0,0.407
1393,Kandi Krebs,Head Coach,,2,2086,3,28,0,0.097
1394,Korey Krueger,Head Coach,,2,1879,20,21,0,0.488
1395,Beth Krysiak,Head Coach,,8,1324,149,180,0,0.453
1396,Sara Kubuske,Head Coach,,7,1361,104,177,0,0.37
1397,Chris Kuhlmeyer,Head Coach,,15,1234,264,390,0,0.404
1398,David Kuhn,Head Coach,,24,2032,764,560,0,0.577
1399,Taylor Kuhn,Head Coach,,6,2072,81,129,0,0.386
1400,Kirin Kumar,Head Coach,,6,1139,225,81,2,0.734
1401,Sue Kunkle,Head Coach,,25,2060,694,504,1,0.579
1402,Rebecca Kvam,Head Coach,,4,1819,19,81,0,0.19
1403,Danielle L'Argent,Head Coach,,4,1622,21,102,0,0.171
1404,Leigh Ann LaFave,Head Coach,,19,1858,223,443,0,0.335
1405,Loren LaPorte,Head Coach,,9,1114,265,130,0,0.671
1406,Jamie Lachall,Head Coach,,4,1951,43,69,0,0.384
1407,Ronnie Ladines,Head Coach,,2,1634,31,42,0,0.425
1408,Jon Ladino,Head Coach,,9,1306,161,136,0,0.542
1409,Sydney Lahners,Head Coach,,4,1440,102,80,0,0.56
1410,Marissa Lamison-Myers,Head Coach,,9,1266,148,215,1,0.408
1411,James Landreneau,Head Coach,,10,1229,355,188,0,0.654
1412,Wes Landrum,Head Coach,,22,1824,463,323,1,0.589
1413,Jennifer Lane,Head Coach,,24,1941,334,431,3,0.437
1414,Mike Larabee,Head Coach,,20,1169,521,512,1,0.504
1415,Judy Lawes,Head Coach,,39,1469,1178,675,2,0.636
1416,Rachel Lawson,Head Coach,,22,1194,735,478,1,0.606
1417,Amari Lawson,Head Coach,,2,1620,20,34,0,0.37
1418,Kara LeLeux,Head Coach,,5,1863,59,97,0,0.378
1419,Julie LeMaire,Head Coach,,18,1436,550,350,1,0.611
1420,Ryan Leahy,Head Coach,,2,2019,32,46,0,0.41
1421,Sarah Leavenworth,Head Coach,,7,1766,98,95,0,0.508
1422,Lindsay Leftwich,Head Coach,,3,1231,70,59,1,0.542
1423,Kyle Lem,Head Coach,,8,1582,140,192,0,0.422
1424,Laura Leonetti,Head Coach,,2,1709,31,22,0,0.585
1425,Marissa Leslie,Head Coach,,9,1605,177,153,1,0.536
1426,Candi Letts,Head Coach,,27,1413,553,766,1,0.419
1427,Brian Levin,Head Coach,,14,1821,422,221,0,0.656
1428,Scott Libby,Head Coach,,18,1612,369,544,0,0.404
1429,Janet Lloyd,Head Coach,,32,1780,795,468,0,0.629
1430,Tammy Lohmann,Head Coach,,7,1240,106,153,0,0.409
1431,Diane Lokey,Head Coach,,25,1452,763,464,1,0.622
1432,Melyssa Lombardi,Head Coach,,8,1117,253,122,0,0.675
1433,Pam London,Head Coach,,20,1311,390,537,2,0.421
1434,Emily Lopez,Head Coach,,7,1912,81,167,2,0.328
1435,Lacey Lord,Head Coach,,18,1666,413,268,3,0.606
1436,Kim Lorenc,Head Coach,,5,1967,60,115,0,0.343
1437,Jaime Lorenzo,Head Coach,,5,1462,69,124,0,0.358
1438,Danielle Lowe,Head Coach,,16,1448,388,309,2,0.557
1439,Caitlin Lowe,Head Coach,,5,1096,171,83,1,0.673
1440,Brooke Lowry,Head Coach,,4,1420,117,57,1,0.671
1441,Kayla Lucas,Head Coach,,6,1293,186,86,0,0.684
1442,Cristina Lukas,Head Coach,,23,1687,513,368,2,0.582
1443,Allie Lyerly,Head Coach,,2,1416,35,31,0,0.53
1444,Tracey Lynch,Head Coach,,5,1889,75,135,0,0.357
1445,Alexis Lynn,Head Coach,,6,1893,89,111,0,0.445
1446,Sophie Maccarone,Head Coach,,3,1839,63,31,0,0.67
1447,Thomas Macera,Head Coach,,22,1430,842,298,2,0.738
1448,Brian Madden,Head Coach,,7,1417,166,131,0,0.559
1449,Cheyenne Mahy,Head Coach,,1,1541,3,16,0,0.158
1450,Amber Maisonet,Head Coach,,16,1750,378,177,1,0.681
1451,Miles Mallette,Head Coach,,21,1576,369,548,1,0.403
1452,Ali Maloof,Head Coach,,5,2062,49,146,0,0.251
1453,Chris Malveaux,Head Coach,,6,1303,160,163,0,0.495
1454,Kate Malveaux,Head Coach,,2,1303,52,30,0,0.634
1455,Bari Mance,Head Coach,,13,1672,348,140,0,0.713
1456,Billy Manley,Head Coach,,1,2029,2,24,0,0.077
1457,Melissa Mapes,Head Coach,,1,2050,1,27,0,0.036
1458,Sam Maples,Head Coach,,7,1428,188,121,0,0.608
1459,Bre Marcyoniak,Head Coach,,3,1983,13,90,0,0.126
1460,Frank Marinello,Head Coach,,2,1956,26,40,0,0.394
1461,Krysti Maronski-Neufeldt,Head Coach,,8,1689,173,77,1,0.691
1462,Tracey Marshall,Head Coach,,15,2041,59,299,0,0.165
1463,Mike Marsili,Head Coach,,14,2193,130,187,0,0.41
1464,Dale Martin,Head Coach,,24,1651,590,371,0,0.614
1465,Terry Martin,Head Coach,,28,1724,662,427,1,0.608
1466,Ashley Martinez,Head Coach,,7,1982,63,150,0,0.296
1467,Tiffany Massey,Head Coach,,4,1458,62,46,0,0.574
1468,Bayleigh Masterson,Head Coach,,1,1699,9,3,0,0.75
1469,Dino Mastropierro,Head Coach,,2,1671,43,28,0,0.606
1470,Brittney Matta,Head Coach,,2,1236,23,41,0,0.359
1471,Laura Matthews,Head Coach,,14,1269,341,242,1,0.585
1472,D'Maria Matthews,Head Coach,,1,1347,6,9,0,0.4
1473,Tatjana Matthews,Head Coach,,7,1372,50,159,0,0.239
1474,Brent Matthias,Head Coach,,9,1688,174,138,0,0.558
1475,Joyce Maudie,Head Coach,,33,1899,617,841,1,0.423
1476,Stacy May-Johnson,Head Coach,,7,1285,161,147,0,0.523
1477,Stacey Mayer,Head Coach,,4,1522,70,65,0,0.519
1478,Lindsay Mayer,Head Coach,,4,1407,69,69,0,0.5
1479,Meredith McCarthy,Head Coach,,8,2002,72,157,0,0.314
1480,Gina McCool,Head Coach,,3,1238,58,64,0,0.475
1481,J.D. McCurdy,Head Coach,,23,1999,406,381,4,0.516
1482,Sami McDonald,Head Coach,,4,1560,38,98,0,0.279
1483,Sharonda McDonald-Kelley,Head Coach,,8,1320,162,182,1,0.471
1484,Phil McElroy,Head Coach,,27,1991,530,428,0,0.553
1485,Jennifer McFalls,Head Coach,,8,1206,160,198,1,0.447
1486,Kristen McGaughey,Head Coach,,13,1977,190,204,1,0.482
1487,Kat McKay,Head Coach,,7,2004,81,134,1,0.377
1488,Mike McKenzie,Head Coach,,22,1657,683,243,3,0.737
1489,Chris McKenzie,Head Coach,,2,1575,3,21,0,0.125
1490,Jim McKinnon,Head Coach,,20,2020,386,331,1,0.538
1491,Ashliegh McLean,Head Coach,,8,1394,246,111,0,0.689
1492,Paige McMenemy,Head Coach,,5,1490,124,96,0,0.564
1493,David McNally,Head Coach,,9,1769,149,149,1,0.5
1494,Gay McNutt,Head Coach,,27,1625,705,766,0,0.479
1495,Genee McRath,Head Coach,,5,1219,86,122,1,0.414
1496,Kristina McSweeney,Head Coach,,14,1204,473,265,1,0.641
1497,Meadow McWhorter,Head Coach,,10,1209,156,261,0,0.374
1498,Courtney Medina,Head Coach,,1,1704,2,2,0,0.5
1499,Erica Mehalick,Head Coach,,16,1805,285,309,1,0.48
1500,Gretta Melsted,Head Coach,,20,1393,785,294,0,0.728
1501,Sam Mendez,Head Coach,,4,1774,46,109,0,0.297
1502,Lacey Middlebrooks,Head Coach,,1,1836,2,13,0,0.133
1503,Sally Miller,Head Coach,,31,1826,772,380,3,0.67
1504,Emily Miller,Head Coach,,5,1929,43,91,0,0.321
1505,Jessica Miller,Head Coach,,1,1960,10,26,0,0.278
1506,Brittany Miller,Head Coach,,4,2079,33,144,0,0.186
1507,Erin Miller,Head Coach,,6,1898,103,95,0,0.52
1508,Lawrence Miller,Head Coach,,10,1809,243,173,0,0.584
1509,Cheryl Milligan,Head Coach,,22,1345,596,322,1,0.649
1510,Meredith Mills,Head Coach,,5,1652,127,52,0,0.709
1511,Mike Mitchell,Head Coach,,18,1823,411,266,0,0.607
1512,Macey Mize,Head Coach,,2,1840,21,37,0,0.362
1513,Melissa Mojica,Head Coach,,6,1748,147,78,0,0.653
1514,Cathy Monroe,Head Coach,,11,1639,163,312,0,0.343
1515,Emily Montanez,Head Coach,,2,1588,42,30,0,0.583
1516,Mark Montgomery,Head Coach,,24,1301,659,580,0,0.532
1517,Kevin Montgomery,Head Coach,,17,1233,324,454,0,0.416
1518,Melissa Montoro,Head Coach,,12,1935,185,204,0,0.476
1519,Michael Mook,Head Coach,,11,1392,413,125,0,0.768
1520,Glenn Moore,Head Coach,,30,1170,1095,541,0,0.669
1521,Glenn Moore,Head Coach,,6,1366,46,125,0,0.269
1522,Ally Moore,Head Coach,,4,1943,54,61,0,0.47
1523,Aileen Morales,Head Coach,,13,1116,342,295,0,0.537
1524,Charlotte Morgan,Head Coach,,6,1108,118,133,0,0.47
1525,Brenna Morrissey,Head Coach,,3,1871,37,47,0,0.44
1526,David Morton,Head Coach,,9,1523,105,170,0,0.382
1527,Maggie Mrowka,Head Coach,,1,1305,8,13,0,0.381
1528,Darren Mueller,Head Coach,,25,1350,777,515,0,0.601
1529,Becca Mueller,Head Coach,,2,1332,24,49,0,0.329
1530,Jamie Mueller,Head Coach,,11,1845,227,154,0,0.596
1531,Chelsey Mulligan,Head Coach,,3,1481,53,67,0,0.442
1532,Patrick Murphy,Head Coach,,29,1308,1365,417,1,0.766
1533,Jill Murray,Head Coach,,7,1614,77,153,0,0.335
1534,Leigh Murray-Winstead,Head Coach,,3,1868,35,43,0,0.449
1535,Christi Musser,Head Coach,,6,1349,107,152,0,0.413
1536,Chuck Myers,Head Coach,,10,1930,117,211,1,0.357
1537,Anna Nagro,Head Coach,,19,1370,304,502,3,0.378
1538,John Nelson,Head Coach,,2,1815,54,29,0,0.651
1539,Kaley Ness,Head Coach,,9,1432,122,248,0,0.33
1540,Liz Neubinski,Head Coach,,8,1923,100,161,0,0.383
1541,Eric Newell,Head Coach,,20,1129,669,280,1,0.705
1542,Angie Nicholson,Head Coach,,21,1217,504,498,1,0.503
1543,Craig Nicholson,Head Coach,,18,1218,585,360,1,0.619
1544,Amanda Novak,Head Coach,,7,1924,149,91,1,0.62
1545,Christie Novatin,Head Coach,,3,1265,20,68,1,0.23
1546,Stacey Nuveman Deniz,Head Coach,,5,1168,160,80,0,0.667
1547,Molly O'Donnell,Head Coach,,6,1676,126,65,0,0.66
1548,Jessica O'Donnell,Head Coach,,8,1126,183,174,0,0.513
1549,Brooke O'Hair,Head Coach,,20,1399,594,325,0,0.646
1550,Sarah O'Malley-Fisher,Head Coach,,14,1857,227,257,4,0.469
1551,Keri O'Meara,Head Coach,,19,2005,369,303,7,0.549
1552,Eric Oakley,Head Coach,,14,2010,266,364,1,0.422
1553,Gina Oaks Garcia,Head Coach,,7,1107,163,96,0,0.629
1554,Nathan Ohta,Head Coach,,11,1916,285,190,0,0.6
1555,Rebecca Oldham,Head Coach,,3,1959,49,39,0,0.557
1556,Letty Olivarez,Head Coach,,4,1346,55,125,0,0.306
1557,Jason Ollison,Head Coach,,4,1630,40,111,0,0.265
1558,Rinae Olsen,Head Coach,,6,1696,105,71,0,0.597
1559,Dan Opera,Head Coach,,9,1997,141,136,0,0.509
1560,Bridget Orchard,Head Coach,,29,1254,963,586,4,0.621
1561,Nicole Orgeron,Head Coach,,10,1288,204,231,1,0.469
1562,Davon Ortega,Head Coach,,16,1232,307,383,1,0.445
1563,Jose Ortega,Head Coach,,8,1673,173,94,0,0.648
1564,Kristin Ortman,Head Coach,,17,1511,260,437,0,0.373
1565,Shannon Padula,Head Coach,,10,1987,97,241,0,0.287
1566,Tyler Pagaduan,Head Coach,,2,1875,33,46,0,0.418
1567,Nikki Palmer,Head Coach,,13,2064,253,364,0,0.41
1568,Keith Parr,Head Coach,,23,1746,739,218,1,0.772
1569,Vani Patel,Head Coach,,1,1797,10,24,0,0.294
1570,Kelly Paterson,Head Coach,,3,1647,18,73,0,0.198
1571,Whitney Patterson,Head Coach,,5,1837,73,102,0,0.417
1572,Camise Patterson,Head Coach,,4,1164,72,96,0,0.429
1573,Jackie Patts,Head Coach,,5,1989,58,70,0,0.453
1574,Kristi Paulson,Head Coach,,2,1147,39,38,0,0.506
1575,Dan Paulson,Head Coach,,2,1147,39,38,0,0.506
1576,Dee Payan,Head Coach,,7,1433,155,135,0,0.534
1577,Kyleigh Payne,Head Coach,,4,1434,102,80,0,0.56
1578,Becky Pearl,Head Coach,,22,1519,548,492,0,0.527
1579,Patrick Peasant,Head Coach,,22,1621,282,509,2,0.357
1580,Niki Pecora,Head Coach,,11,1590,125,235,0,0.347
1581,Sara Pelegreen,Head Coach,,7,1578,124,198,0,0.385
1582,Tiffane Pendleton,Head Coach,,8,1820,77,164,0,0.32
1583,Dedeann Pendleton-Helm,Head Coach,,4,1279,82,91,0,0.474
1584,Danielle Penner,Head Coach,,16,1166,458,328,0,0.583
1585,Heather Pennie,Head Coach,,28,1697,327,627,1,0.343
1586,Tom Pennino,Head Coach,,5,1693,74,83,0,0.471
1587,Liz Pennino,Head Coach,,5,1675,133,50,0,0.727
1588,Diana Pepin,Head Coach,,24,1831,602,337,3,0.641
1589,Antonia Peretti,Head Coach,,0,1998,0,0,0,0
1590,Lori Perez,Head Coach,,13,1160,321,272,2,0.541
1591,Sharon Perkins,Head Coach,,12,1291,387,261,0,0.597
1592,Tyra Perry,Head Coach,,25,1148,702,625,1,0.529
1593,Jordan Petersen,Head Coach,,5,1569,72,146,0,0.33
1594,Jim Peterson,Head Coach,,9,1538,197,158,0,0.555
1595,Helen Peña,Head Coach,,3,1228,69,53,0,0.566
1596,Tina Phillips,Head Coach,,26,1677,408,475,4,0.462
1597,Cassi Pickett,Head Coach,,5,1585,72,141,0,0.338
1598,Sarah Piening,Head Coach,,1,1664,3,4,0,0.429
1599,Adrian Pilkington,Head Coach,,12,1532,253,301,1,0.457
1600,Daniella Pillar,Head Coach,,3,2046,6,58,0,0.094
1601,Jamie Pinkerton,Head Coach,,21,1227,572,580,0,0.497
1602,Megan Pleskovic,Head Coach,,7,1994,122,101,0,0.547
1603,Chelsea Plimpton,Head Coach,,1,1312,6,14,0,0.3
1604,Jenn Plourde,Head Coach,,4,2026,43,60,0,0.417
1605,Natalie Poole,Head Coach,,25,1292,634,731,0,0.464
1606,Jaclin Poole,Head Coach,,11,1505,197,248,0,0.443
1607,Arielle Porter,Head Coach,,5,1986,85,77,1,0.525
1608,Hailey Post,Head Coach,,4,1636,87,90,2,0.492
1609,Steve Potts,Head Coach,,18,1558,225,472,0,0.323
1610,Edward Powell,Head Coach,,7,1457,108,112,1,0.491
1611,Rachael Powers,Head Coach,,17,1961,336,275,0,0.55
1612,Colleen Powers,Head Coach,,13,1757,268,191,0,0.584
1613,Tiffany Prager,Head Coach,,10,1668,276,113,1,0.709
1614,Trena Prater,Head Coach,,11,1376,246,324,1,0.432
1615,Julie Pratt,Head Coach,,8,1955,96,248,0,0.279
1616,Jackie Price,Head Coach,,12,1603,225,189,1,0.543
1617,Jennifer Probst,Head Coach,,17,1486,362,340,0,0.516
1618,Shelly Prochaska,Head Coach,,3,2028,24,58,0,0.293
1619,Lou Proietti,Head Coach,,1,2031,6,26,0,0.188
1620,Kali Pugh,Head Coach,,1,1615,6,14,0,0.3
1621,Marissa Pullo,Head Coach,,4,1496,47,89,0,0.346
1622,Hannah Qualls,Head Coach,,3,1995,30,59,0,0.337
1623,Bridgette Quimpo,Head Coach,,22,1730,414,396,2,0.511
1624,Bridget Rafter,Head Coach,,5,1715,72,83,0,0.465
1625,Diann Ramsey,Head Coach,,7,2025,140,92,1,0.603
1626,Todd Randall,Head Coach,,22,1695,307,511,3,0.376
1627,Dietrich Randle,Head Coach,,7,1540,132,87,0,0.603
1628,Beth Ratke,Head Coach,,2,2090,0,28,0,0
1629,Mark Redburn,Head Coach,,17,1177,390,426,0,0.478
1630,Jan Reddinger,Head Coach,,34,1758,735,484,2,0.603
1631,Frank Reed,Head Coach,,25,1132,809,563,1,0.59
1632,Ashley Reeves,Head Coach,,7,1450,196,114,0,0.632
1633,Victor Reich,Head Coach,,1,1795,15,22,0,0.405
1634,Alicia Reid,Head Coach,,8,1599,195,171,0,0.533
1635,Stephanie Reinhardt,Head Coach,,2,1902,29,48,0,0.377
1636,Bill Relyea,Head Coach,,6,1754,77,92,0,0.456
1637,Rhonda Revelle,Head Coach,,35,1146,1194,701,0,0.63
1638,Rachel Rhode,Head Coach,,3,1602,30,87,0,0.256
1639,Paige Rhodes,Head Coach,,3,1487,28,85,0,0.248
1640,Laura Ricciardone,Head Coach,,4,1237,61,84,0,0.421
1641,Stacey Rice,Head Coach,,12,1537,216,252,1,0.462
1642,Andrew Rich,Head Coach,,5,1155,117,109,0,0.518
1643,Dot Richardson,Head Coach,,13,1277,438,285,0,0.606
1644,Ritchie Richardson,Head Coach,,9,1425,260,153,0,0.63
1645,Matt Richwine,Head Coach,,25,1953,347,459,0,0.431
1646,Samantha Ricketts,Head Coach,,7,1138,217,121,0,0.642
1647,Taliyah Riddick-Waters,Head Coach,,2,1375,3,43,0,0.065
1648,Piper Ritter,Head Coach,,6,1137,151,126,1,0.545
1649,John Rittman,Head Coach,,25,1144,1001,436,3,0.696
1650,Lily Rivera,Head Coach,,1,2017,12,26,0,0.316
1651,Mitch Roberts,Head Coach,,5,1549,156,82,0,0.655
1652,Rick Roberts,Head Coach,,2,1787,64,18,0,0.78
1653,Kelly Roberts,Head Coach,,1,1456,13,3,0,0.813
1654,Guy Robertson,Head Coach,,1,1438,5,2,0,0.714
1655,Zoe Robertson,Head Coach,,5,1969,21,118,0,0.151
1656,Kelly Robichaud,Head Coach,,3,1771,83,34,1,0.708
1657,Aaron Robinson,Head Coach,,3,1199,21,81,0,0.206
1658,A.J. Robinson,Head Coach,,2,1466,61,24,0,0.718
1659,Shellie Robinson,Head Coach,,5,1325,111,135,0,0.451
1660,Deb Robitaille,Head Coach,,21,1566,493,351,1,0.584
1661,Tori Roche,Head Coach,,1,1915,26,15,0,0.634
1662,Sal Rodriguez,Head Coach,,3,1508,60,47,0,0.561
1663,Raven Rodriguez,Head Coach,,5,1210,86,92,0,0.483
1664,Shalee Rodriguez,Head Coach,,5,1568,167,79,0,0.679
1665,Jenny Rohn,Head Coach,,5,1110,94,84,1,0.528
1666,Tracey Roman,Head Coach,,7,2056,95,141,0,0.403
1667,Crystal Rosenthal,Head Coach,,18,1548,755,206,2,0.785
1668,Christine Roser-LeFevers,Head Coach,,7,1510,156,93,0,0.627
1669,Heather Ross,Head Coach,,9,1705,187,134,1,0.582
1670,Michelle Ross,Head Coach,,2,1828,20,19,0,0.513
1671,Karla Ross,Head Coach,,6,1353,59,149,0,0.284
1672,Morgan Royer,Head Coach,,2,1335,17,50,0,0.254
1673,James Rubbelke,Head Coach,,19,1755,335,310,3,0.519
1674,Alyssa Ruiz,Head Coach,,2,1196,14,37,0,0.275
1675,Victoria Rumph,Head Coach,,9,1785,151,162,0,0.482
1676,Marissa Rush,Head Coach,,10,1817,135,172,1,0.44
1677,Mel Rushing,Head Coach,,8,1980,85,183,0,0.317
1678,Emily Russell,Head Coach,,24,1409,757,471,1,0.616
1679,Andy Russo,Head Coach,,2,1314,25,30,0,0.455
1680,Emma Ryan,Head Coach,,1,1611,7,9,0,0.438
1681,Kristin Ryman,Head Coach,,21,1342,597,473,2,0.558
1682,Orlando Salinas,Head Coach,,4,1500,88,89,0,0.497
1683,McCall Salmon,Head Coach,,13,1331,322,234,0,0.579
1684,Al Sampson,Head Coach,,2,1743,14,25,0,0.359
1685,Ashton Sangster,Head Coach,,2,1607,24,48,0,0.333
1686,Mandy Sansbury,Head Coach,,13,1384,321,258,0,0.554
1687,Juliana Santos,Head Coach,,9,1587,150,219,0,0.407
1688,Blake Saperstein,Head Coach,,3,1731,36,43,0,0.456
1689,Noelle Sass,Head Coach,,2,1874,37,33,0,0.529
1690,Gregg Sauve,Head Coach,,10,1570,241,181,2,0.571
1691,Kim Scavone,Head Coach,,16,1886,283,281,1,0.502
1692,Ryan Schalk,Head Coach,,5,1483,142,83,0,0.631
1693,Claire Schapker,Head Coach,,1,1468,6,4,0,0.6
1694,Shannon Schaub,Head Coach,,8,1644,89,154,3,0.368
1695,Aja Scheuber,Head Coach,,5,1557,73,129,0,0.361
1696,Hayden Schigur,Head Coach,,2,1985,9,50,0,0.153
1697,Amy Schmeckpeper,Head Coach,,3,1618,29,94,0,0.236
1698,Chrissy Schoonmaker,Head Coach,,5,1149,128,99,0,0.564
1699,Jake Schumann,Head Coach,,15,1553,419,369,1,0.532
1700,Terry Schweikert,Head Coach,,2,1719,22,25,0,0.468
1701,Tony Scibelli,Head Coach,,2,2033,16,19,0,0.457
1702,Sara Scoone,Head Coach,,6,1539,120,123,0,0.494
1703,Travis Scott,Head Coach,,26,1516,1039,382,3,0.731
1704,David Scott,Head Coach,,3,1641,22,59,1,0.274
1705,Caitlyn Seamster,Head Coach,,6,1832,81,88,0,0.479
1706,Annika Seedborg,Head Coach,,2,2030,24,23,0,0.511
1707,Mark Sergio,Head Coach,,7,1957,52,149,0,0.259
1708,Jen Sewell,Head Coach,,5,1235,145,73,1,0.664
1709,Angel Shamblin,Head Coach,,16,1601,468,297,0,0.612
1710,Kelly Shannon,Head Coach,,17,1556,370,324,1,0.533
1711,Brian Shearer,Head Coach,,24,1892,317,456,0,0.41
1712,Breanne Shearin,Head Coach,,9,2000,82,165,0,0.332
1713,Mike Shehorm,Head Coach,,13,1391,390,227,0,0.632
1714,Christy Shelton,Head Coach,,22,1756,201,569,2,0.262
1715,Mackenzie Sher,Head Coach,,8,1479,165,185,0,0.471
1716,Monte Sherrill,Head Coach,,11,1658,348,89,0,0.796
1717,Janae Shirley,Head Coach,,19,1649,649,166,0,0.796
1718,Mark Shirley,Head Coach,,2,1515,18,48,0,0.273
1719,Melissa Shock,Head Coach,,4,1250,81,79,0,0.506
1720,Justin Shults,Head Coach,,5,1125,152,85,0,0.641
